  Research Vessel Schedules from https://www.researchvessels.org

<http://www.researchvessels.org/ship_info_display.asp?shipID=122>
This schedule for this ship was last updated on: 1/15/2002 2:41:34 PM

Field Key
Ship Name 	Departure Date 	Departure Port 	General Area 	Discipline
Kilo Moana    	9/8/2008    	Port Hueneme CA USA   	  	  	NP9, NP9  
Kilo Moana    	9/25/2008    	Port Hueneme CA USA   	  	  	NP9, NP12  
Kilo Moana    	10/3/2008    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	10/9/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	10/15/2008    	Honolulu HI USA   	N.Pacific   	  	NP13,
Kilo Moana    	11/29/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	12/3/2008    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	12/6/2008    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	12/11/2008    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	12/15/2008    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	12/20/2008    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	1/12/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	1/19/2009    	Honolulu HI USA   	Hawaiian Island   	 
Kilo Moana    	1/26/2009    	Honolulu HI USA   	Honolulu   	  	NP12, NP12  
Kilo Moana    	1/30/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	2/4/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	2/7/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	2/12/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	2/16/2009    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	2/27/2009    	Honolulu HI USA   	North Pacific   	 
Kilo Moana    	3/20/2009    	Kao-hsiung Taiwan   	  	  	IN2, IN2  
Kilo Moana    	4/14/2009    	Kao-hsiung Taiwan   	Philippine Sea   	 
Kilo Moana    	5/15/2009    	Kao-hsiung Taiwan   	North Pacific   	 
Kilo Moana    	5/23/2009    	Apra Harbor Guam   	Marianas trench   	 
Kilo Moana    	5/23/2009    	Apra Harbor Guam   	Marianas trench   	 
Kilo Moana    	6/7/2009    	Apra Harbor Guam   	  	  	NP10, NP12  
Kilo Moana    	6/22/2009    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	6/22/2009    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	7/2/2009    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	7/9/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	7/19/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	7/23/2009    	Honolulu HI USA   	  	  	NP12, NP8  
Kilo Moana    	7/29/2009    	Honolulu HI USA   	  	  	NP8, NP8  
Kilo Moana    	8/17/2009    	Honolulu HI USA   	Hawaiian Isl.   	 
Kilo Moana    	8/23/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	9/18/2009    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	9/22/2009    	Honolulu HI USA   	Honolulu   	  	NP12, NP12  
Kilo Moana    	10/1/2009    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	10/22/2009    	Honolulu HI USA   	North Pacific   	 
Kilo Moana    	11/29/2009    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	12/2/2009    	Honolulu HI USA   	North Pacific   	 
Kilo Moana    	12/11/2009    	Portland OR USA   	Portland, OR   	  	NP9,
Kilo Moana    	1/1/2010    	Portland OR USA   	West Coast   	  	NP9, NP9  
Kilo Moana    	1/29/2010    	Portland OR USA   	Oregon Coast   	  	NP9,
Kilo Moana    	2/1/2010    	Coos Bay OR USA   	North Pacific   	  	NP9,
Kilo Moana    	2/10/2010    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	2/20/2010    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	2/26/2010    	Honolulu HI USA   	Pacific   	  	NP11, NP10  
Kilo Moana    	3/16/2010    	Apra Harbor Guam   	Guam   	  	NP10, NP10  
Kilo Moana    	3/16/2010    	Apra Harbor Guam   	Guam   	  	NP10, NP10  
Kilo Moana    	4/1/2010    	Apra Harbor Guam   	Guam   	  	NP10, NP10  
Kilo Moana    	4/3/2010    	Apra Harbor Guam   	Pacific   	  	NP10, SP1  
Kilo Moana    	4/16/2010    	Suva Harbor Fiji Islands   	Lau basin  
Kilo Moana    	4/16/2010    	Suva Harbor Fiji Islands   	Lau basin  
Kilo Moana    	4/26/2010    	Apia Western Samoa   	Western Samoa   	 
Kilo Moana    	4/28/2010    	Apia Western Samoa   	Lau basin   	  	SP1,
Kilo Moana    	4/28/2010    	Apia Western Samoa   	Lau basin   	  	SP1,
Kilo Moana    	5/10/2010    	Apia Western Samoa   	Western Samoa   	 
Kilo Moana    	5/17/2010    	Pago Pago Harbor American Samoa  
Kilo Moana    	6/18/2010    	Honolulu HI USA   	Hawaiian Isl.   	 
Kilo Moana    	6/20/2010    	Honolulu HI USA   	North Pacific   	 
Kilo Moana    	6/20/2010    	Honolulu HI USA   	North Pacific   	 
Kilo Moana    	6/29/2010    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	7/7/2010    	Honolulu HI USA   	North Pacific   	  	NP12,
Kilo Moana    	7/13/2010    	Honolulu HI USA   	ALOHA   	  	NP12, NP12  
Kilo Moana    	7/27/2010    	Honolulu HI USA   	Hawaii   	  	NP12, NP12  
Kilo Moana    	8/6/2010    	Honolulu HI USA   	North Pacific   	  	NP12,
Kilo Moana    	8/11/2010    	Honolulu HI USA   	Hawaiian Isl.   	 
Kilo Moana    	8/20/2010    	Honolulu HI USA   	offshore Hawaii   	 
Kilo Moana    	9/2/2010    	Honolulu HI USA   	North Pacific   	  	NP12,
Kilo Moana    	9/12/2010    	Honolulu HI USA   	Hawaiian Isl.   	 
Kilo Moana    	9/16/2010    	Honolulu HI USA   	Lo`ihi seamount   	 
Kilo Moana    	9/29/2010    	Honolulu HI USA   	Hawaiian Isl.   	 
Kilo Moana    	10/2/2010    	Honolulu HI USA   	North Pacific   	 
Kilo Moana    	10/9/2010    	Honolulu HI USA   	  	  	NP12, NP12  
Kilo Moana    	10/17/2010    	Honolulu HI USA   	Pacific   	  	NP12, NP10  
Kilo Moana    	11/11/2010    	Apra Harbor Guam   	Pacific   	  	NP10, SP1  
Kilo Moana    	11/24/2010    	Suva Harbor Fiji Islands   	Lau Basin
Kilo Moana    	12/10/2010    	Nuku'alofa Tonga   	Pacific   	  	SP1, NP12  
Kilo Moana    	12/10/2010    	Nuku'alofa Tonga   	Pacific   	  	SP1, NP12  
Kilo Moana    	12/10/2010    	Nuku'alofa Tonga   	Pacific   	  	SP1, NP12  
Kilo Moana    	12/10/2010    	Nuku'alofa Tonga   	Pacific   	  	SP1, NP12  
Kilo Moana    	12/28/2010    	Honolulu HI USA   	Hawaiian Isl.   	 
Kilo Moana    	1/7/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	1/13/2011    	Honolulu HI USA   	Line Islands   	  	 
Kilo Moana    	1/26/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	2/1/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	2/13/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	2/19/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	2/23/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	2/26/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	3/4/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	3/11/2011    	Honolulu HI USA   	offshore Hawaii   	  	 
Kilo Moana    	3/24/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	4/1/2011    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	4/9/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	4/15/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	4/25/2011    	Honolulu HI USA   	Line Islands   	  	 
Kilo Moana    	5/16/2011    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	5/16/2011    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	6/9/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	6/11/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	6/23/2011    	Honolulu HI USA   	PMRF   	  	 
Kilo Moana    	7/17/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	7/23/2011    	Honolulu HI USA   	Lo`ihi seamount   	  	 
Kilo Moana    	7/30/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	7/30/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	8/10/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	8/18/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	8/28/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	9/1/2011    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	9/5/2011    	Honolulu HI USA   	north of Hawaii   	  	 
Kilo Moana    	9/23/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	9/29/2011    	Honolulu HI USA   	South Pacific   	  	 
Kilo Moana    	10/26/2011    	Apia Western Samoa   	Samoan Passage   	  	 
Kilo Moana    	10/26/2011    	Apia Western Samoa   	Samoan Passage   	  	 
Kilo Moana    	11/6/2011    	Apia Western Samoa   	Lau Basin   	  	 
Kilo Moana    	12/6/2011    	Apia Western Samoa   	N-S Pacific   	  	 
Kilo Moana    	12/6/2011    	Apia Western Samoa   	N-S Pacific   	  	 
Kilo Moana    	12/6/2011    	Apia Western Samoa   	N-S Pacific   	  	 
Kilo Moana    	12/17/2011    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	1/1/2012    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	1/3/2012    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	1/3/2012    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	1/25/2012    	Honolulu HI USA   	  	  	 
Kilo Moana    	2/4/2012    	Portland OR USA   	  	  	 
Kilo Moana    	3/3/2012    	Portland OR USA   	  	  	 
Kilo Moana    	3/13/2012    	Honolulu HI USA   	NP12   	  	 
Kilo Moana    	3/18/2012    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	3/24/2012    	Honolulu HI USA   	  	  	 
Kilo Moana    	4/6/2012    	Pohnepi Harbor Caroline Islands
Kilo Moana    	5/1/2012    	Pohnepi Harbor Caroline Islands
Kilo Moana    	5/14/2012    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	5/20/2012    	Honolulu HI USA   	north of Hawaii   	  	 
Kilo Moana    	5/27/2012    	Honolulu HI USA   	Offshore Hawaii   	  	 
Kilo Moana    	6/11/2012    	Honolulu HI USA   	north of Hawaii   	  	 
Kilo Moana    	6/22/2012    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	6/28/2012    	Honolulu HI USA   	Station ALOHA   	  	 
Kilo Moana    	7/7/2012    	Honolulu HI USA   	north of Hawaii   	  	 
Kilo Moana    	7/29/2012    	Honolulu HI USA   	  	  	 
Kilo Moana    	8/7/2012    	Honolulu HI USA   	north of Hawaii   	  	 
Kilo Moana    	8/19/2012    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	8/25/2012    	Honolulu HI USA   	north of Hawaii   	  	 
Kilo Moana    	9/21/2012    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	9/27/2012    	Honolulu HI USA   	north of Hawaii   	  	 
Kilo Moana    	10/2/2012    	Honolulu HI USA   	Hawaiian Isl.   	  	 
Kilo Moana    	10/18/2012    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	10/25/2012    	Honolulu HI USA   	North Pacific   	  	 
Kilo Moana    	11/5/2012    	Pohnepi Harbor Caroline Islands
Kilo Moana    	12/1/2012    	Pohnepi Harbor Caroline Islands
Kilo Moana    	12/16/2012    	Honolulu HI USA   	NP12   	  	 
Kilo Moana    	1/10/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	2/11/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	2/15/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	2/22/2013    	Honolulu HI USA   	Musician Seamts   	 
Kilo Moana    	3/1/2013    	Honolulu HI USA   	Coastal Oahu   	  	NP12  
Kilo Moana    	3/5/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	3/11/2013    	Honolulu HI USA   	NP-12   	  	NP12  
Kilo Moana    	3/16/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	4/1/2013    	Honolulu HI USA   	NP-12   	  	NP12  
Kilo Moana    	5/16/2013    	Honolulu HI USA   	NP12   	  	NP12  
Kilo Moana    	5/22/2013    	Honolulu HI USA   	NP12   	  	NP12  
Kilo Moana    	6/6/2013    	  	  	  	 
Kilo Moana    	6/11/2013    	Honolulu HI USA   	NP-12   	  	NP12  
Kilo Moana    	6/24/2013    	Honolulu HI USA   	NP-12   	  	NP12  
Kilo Moana    	7/1/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	7/30/2013    	San Diego CA USA   	  	  	NP09  
Kilo Moana    	8/7/2013    	Seattle WA USA   	  	  	NP09  
Kilo Moana    	9/10/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	9/16/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	9/30/2013    	Honolulu HI USA   	NP-12   	  	NP12  
Kilo Moana    	10/18/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	10/26/2013    	Honolulu HI USA   	NP-12   	  	NP12  
Kilo Moana    	11/3/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	11/25/2013    	Honolulu HI USA   	NP-12   	  	NP12  
Kilo Moana    	12/9/2013    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	12/19/2013    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	1/6/2014    	Honolulu HI USA   	South of Oahu   	  	NP12  
Kilo Moana    	1/14/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	1/22/2014    	Honolulu HI USA   	Oahu Area   	  	NP12  
Kilo Moana    	1/26/2014    	  	Oahu   	  	NP12  
Kilo Moana    	1/30/2014    	Honolulu HI USA   	Oahu   	  	NP12  
Kilo Moana    	2/8/2014    	Honolulu HI USA   	Oahu Area   	  	NP12  
Kilo Moana    	2/13/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	2/19/2014    	Honolulu HI USA   	Station ALOHA   	  	NP12  
Kilo Moana    	3/4/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	3/11/2014    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	4/9/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	4/15/2014    	Honolulu HI USA   	ISA Lease Area   	  	NP13  
Kilo Moana    	6/9/2014    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	6/16/2014    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	6/29/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	7/7/2014    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	7/7/2014    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	7/19/2014    	Papeete Tahiti French Polynesia  
Kilo Moana    	8/9/2014    	Papeete Tahiti French Polynesia   	  	  	SP02  
Kilo Moana    	8/17/2014    	Johnston Atoll US Pacific Islands USA  
Kilo Moana    	8/29/2014    	Honolulu HI USA   	Station ALOHA   	  	NP12  
Kilo Moana    	8/29/2014    	Honolulu HI USA   	Station ALOHA   	  	NP12  
Kilo Moana    	9/13/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	9/21/2014    	Honolulu HI USA   	ISA Lease Area   	  	NP12  
Kilo Moana    	10/12/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	10/17/2014    	Honolulu HI USA   	  	  	NP12  
Kilo Moana    	10/22/2014    	Honolulu HI USA   	South Oahu   	  	NP12  
Kilo Moana    	10/29/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	11/6/2014    	Honolulu HI USA   	ISA Lease Area   	  	NP12  
Kilo Moana    	11/20/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	12/3/2014    	Honolulu HI USA   	S. Oahu   	  	NP12  
Kilo Moana    	12/8/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	12/15/2014    	Honolulu HI USA   	ALOHA   	  	NP12  
Kilo Moana    	1/2/2015    	Honolulu HI USA   	  	  	NP09  
Kilo Moana    	1/12/2015    	Portland OR USA   	Shipyard   	  	NP09  
Kilo Moana    	3/20/2015    	Portland OR USA   	Trans. Shipyard   	 
Kilo Moana    	4/6/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	4/20/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	4/28/2015    	Honolulu HI USA   	South Oahu   	  	NP12  
Kilo Moana    	5/3/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	5/3/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	5/14/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	5/22/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	6/10/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	6/18/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	6/25/2015    	Honolulu HI USA   	DORD Claim   	  	NP12  
Kilo Moana    	7/18/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	7/24/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	8/9/2015    	Honolulu HI USA   	South Oahu   	  	NP12  
Kilo Moana    	8/15/2015    	Honolulu HI USA   	155W to EQ   	  	NP12  
Kilo Moana    	9/16/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	9/24/2015    	Honolulu HI USA   	Emperors/NWHI   	  	NP08  
Kilo Moana    	9/24/2015    	Honolulu HI USA   	Emperors/NWHI   	  	NP08  
Kilo Moana    	11/12/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Kilo Moana    	11/17/2015    	Honolulu HI USA   	Honolulu   	  	NP12  
Kilo Moana    	11/20/2015    	Honolulu HI USA   	USAPI EEZ   	  	NP12  
Kilo Moana    	12/28/2015    	Honolulu HI USA   	Station Aloha   	  	NP12  
Melville    	1/1/1992    	Amelia, LA   	  	  	NA9  
Melville    	3/17/1992    	Amelia, LA   	  	  	NA9, NP9  
Melville    	4/4/1992    	San Diego   	San Diego   	  	NP9  
Melville    	7/7/1992    	San Diego   	NE Pacific   	  	NP9, NP13  
Melville    	7/18/1992    	Acapulco   	  	  	NP9, NP13  
Melville    	8/18/1992    	Manzanillo   	Guadalupe Is.   	  	NP9  
Melville    	9/2/1992    	San Diego   	Off San Diego   	  	NP9  
Melville    	9/5/1992    	San Diego   	  	  	NP9  
Melville    	9/26/1992    	San Diego   	Off San Diego   	  	NP9  
Melville    	10/1/1992    	San Diego   	In Port   	  	NP9  
Melville    	10/6/1992    	San Diego   	  	  	NP9, NP13  
Melville    	11/5/1992    	Acapulco   	So. EPR   	  	SP3  
Melville    	12/12/1992    	Easter Is.   	So. EPR   	  	SP3  
Melville    	12/12/1992    	Easter Is   	South EPR   	  	SP3  
Melville    	1/10/1993    	Papeete   	Marquesas & Austral FZ   	  	SP3  
Melville    	2/8/1993    	Papeete   	  	  	SP3,6  
Melville    	3/22/1993    	Easter Is.   	Easter Smt Chn   	  	SP3  
Melville    	4/28/1993    	Valparaiso   	Dry Dock   	  	 
Melville    	5/10/1993    	Valparaiso   	Easter Smt Chn   	  	SP3  
Melville    	5/31/1993    	Easter Is.   	  	  	SP3  
Melville    	7/5/1993    	Acapulco   	EPR Natural Lab   	  	NP13  
Melville    	8/10/1993    	San Diego   	Juan de Fuca Ridge   	  	NP6  
Melville    	9/9/1993    	Astoria   	Juan de Fuca   	  	NP6  
Melville    	10/7/1993    	San Diego   	In Port San Diego   	  	NP9  
Melville    	10/12/1993    	San Diego   	Off San Diego   	  	NP9  
Melville    	10/16/1993    	San Diego   	In Port San Diego   	  	NP9  
Melville    	11/17/1993    	San Diego   	Off San Diego   	  	NP9  
Melville    	11/23/1993    	San Diego   	  	  	NP9-SP3  
Melville    	11/23/1993    	San Diego   	  	  	NP9-SP3  
Melville    	1/3/1994    	Papeete   	55oS 128oW   	  	SP8  
Melville    	2/14/1994    	Wellington   	  	  	SP8  
Melville    	3/27/1994    	Iquique   	Along 7oS   	  	SP3A, SP3  
Melville    	5/19/1994    	Papeete   	Along 17oS   	  	SP2,SP1  
Melville    	6/28/1994    	Brisbane   	In Port   	  	SP2  
Melville    	8/30/1994    	Brisbane   	Lau Basin   	  	SP1  
Melville    	10/5/1994    	Nuku'alofa   	  	  	SP6  
Melville    	11/17/1994    	Dunedin   	S.E. Indian Ridge &
Melville    	12/10/1994    	Fremantle   	S.E. Indian Ridge   	  	IN7  
Melville    	12/10/1994    	Fremantle   	S.E. Indian Ridge   	  	IN7  
Melville    	1/29/1995    	Fremantle   	S. E. Indian Ridge   	  	IN7  
Melville    	3/18/1995    	Hobart   	S.W. of Tasmania   	  	IN11  
Melville    	4/18/1995    	Hobart   	So. Pac   	  	IN7,SP4,5,2  
Melville    	5/14/1995    	Papeete   	  	  	NP13,SP3  
Melville    	6/22/1995    	Acapulco   	Off Mexico   	  	NP13-9  
Melville    	7/11/1995    	San Diego   	Off North Pacific Coast   	  	NP9  
Melville    	8/13/1995    	San Diego   	In Port   	  	 
Melville    	10/10/1995    	San Diego   	Off San Diego   	  	NP9  
Melville    	10/11/1995    	San Diego   	  	  	 
Melville    	10/15/1995    	San Diego   	  	  	NP13,SP3  
Melville    	11/28/1995    	Papeete   	Louisville Ridge   	  	NP1-4  
Melville    	12/11/1995    	Chatham Is.   	  	  	SP7  
Melville    	12/11/1995    	Chatham   	  	  	SP7  
Melville    	1/8/1996    	Dunedin   	to Indian O.   	  	SP4-IN8  
Melville    	1/16/1996    	Hobart   	  	  	IN8,11  
Melville    	2/22/1996    	Fremantle   	  	  	IN3-7  
Melville    	4/19/1996    	Port Hedland   	to Pacific   	  	IN4-NP10  
Melville    	5/7/1996    	Suva   	Tonga Forearc   	  	SP1  
Melville    	6/10/1996    	Pago Pago   	Transit   	  	SP1-NP9  
Melville    	6/30/1996    	San Diego   	Out of Service   	  	 
Melville    	9/8/1996    	San Diego   	So. Pac.   	  	SP3  
Melville    	10/28/1996    	Papeete   	  	  	SP3  
Melville    	12/15/1996    	Valparaiso   	to Indian Ocean   	  	SP9-4  
Melville    	12/15/1996    	Valpariso   	to Indian Ocean   	  	SP9-4  
Melville    	1/8/1997    	Cape Town   	Indian   	phys oc   	IN3-4-5  
Melville    	1/8/1997    	Cape Town   	  	  	IN3,4,5  
Melville    	2/19/1997    	Fremantle   	SE Indian Ocean   	  	IN11  
Melville    	2/19/1997    	Fremantle   	Indian   	transit   	IN11  
Melville    	3/6/1997    	Hobart   	Indian   	phys oc   	IN8  
Melville    	3/8/1997    	Hobart   	SE Indian Ocean   	  	IN8  
Melville    	4/9/1997    	Hobart   	Indian   	repairs   	IN8  
Melville    	4/10/1997    	Hobart   	East of Tasmania   	  	IN8  
Melville    	4/11/1997    	Melbourne   	unk   	repairs   	overhaul  
Melville    	4/18/1997    	Melbourne   	  	  	 
Melville    	5/11/1997    	Melbourne   	Indian   	transit   	IN8  
Melville    	5/14/1997    	Melbourne   	SE Indial Ocean   	  	IN8  
Melville    	5/27/1997    	Papeete   	S E Pacific   	unk   	SP6  
Melville    	5/30/1997    	Papeete   	  	  	SP6  
Melville    	7/6/1997    	San Diego   	unk   	unk   	NAVO#5  
Melville    	7/14/1997    	San Diego   	  	  	NP9  
Melville    	7/18/1997    	Eureka   	Off Eureka   	  	NP9  
Melville    	7/30/1997    	Eureka   	Gulf of Alaska   	  	NP9  
Melville    	9/5/1997    	Kodiak   	Gulf of Alaska   	  	NP9  
Melville    	9/6/1997    	Astoria   	Gulf of Alaska   	  	NP9  
Melville    	10/13/1997    	San Diego   	Off Oceanside   	  	NP9  
Melville    	11/2/1997    	San Diego   	  	  	NP13  
Melville    	11/3/1997    	San Diego   	N E Pacific   	in port   	NP9  
Melville    	11/12/1997    	San Diego   	N E Pacific   	geo   	NP13  
Melville    	12/14/1997    	Acapuco   	along Mid Amer. Trench   	  	NP13  
Melville    	12/14/1997    	Acapulco   	  	  	NP13  
Melville    	12/23/1997    	Manzanillo   	S E Pacific   	geo   	SP3-SP6  
Melville    	12/31/1997    	Callao   	Off Peru & Chile   	  	SP6  
Melville    	1/15/1998    	Valparaiso   	Valdivia FZ   	  	SP6A  
Melville    	1/15/1998    	  	S E Pacific   	unk   	SP6A  
Melville    	3/5/1998    	Easter Is.   	  	  	SP6  
Melville    	3/5/1998    	Easter Isl.   	  	  	SP6  
Melville    	3/5/1998    	Easter Is   	S E Pacific   	unk   	SP6  
Melville    	4/18/1998    	Papeete   	  	  	SP3  
Melville    	4/18/1998    	Papeete   	S E Pacific   	geo   	SP3  
Melville    	6/11/1998    	Honolulu   	Off Oahu   	  	NP12  
Melville    	6/11/1998    	Honolulu   	N E Pacific   	unk   	NP12  
Melville    	6/21/1998    	Honolulu   	  	  	NP12-9  
Melville    	7/6/1998    	San Diego   	Off Sur Ridge   	  	NP9  
Melville    	7/6/1998    	San Diego   	N E Pacific   	phys oc   	NP9  
Melville    	9/8/1998    	San Diego   	  	  	NP12-13  
Melville    	9/8/1998    	San Diego   	N E Pacific   	phys oc   	NP12-13  
Melville    	12/14/1998    	Acapulco   	N E Pacific   	geo   	NP13  
Melville    	12/31/1998    	Acapulco   	S E Pacific   	bio   	SP6  
Melville    	1/6/1999    	San Diego   	N E Pacific   	  	NP12-NP9  
Melville    	1/26/1999    	Majuro   	N Pacific   	  	NP11-SP2  
Melville    	3/10/1999    	Pago Pago   	  	phys oc   	SP  
Melville    	3/20/1999    	Apia   	S W Pacific   	phys oc   	SP1  
Melville    	4/15/1999    	Apia   	S W Pacific   	transit   	SP1-NP12  
Melville    	4/27/1999    	Honolulu   	N W Pacific   	phys oc   	NP7  
Melville    	5/24/1999    	Honolulu   	N Pacific   	chem   	NP8  
Melville    	6/12/1999    	At Sea   	N Pacific   	chem   	NP8  
Melville    	6/18/1999    	Honolulu   	N E Pacific   	phys oc   	NP12-NP9  
Melville    	7/7/1999    	Astoria   	N E Pacific   	geo   	NP6-9  
Melville    	8/5/1999    	Eureka   	N E Pacific   	phys oc   	NP9  
Melville    	8/14/1999    	San Franc   	N E Pacific   	phys oc   	NP9  
Melville    	8/19/1999    	Eureka   	N E Pacific   	  	NP9  
Melville    	9/4/1999    	San Diego   	N E Pacific   	  	NP9  
Melville    	10/1/1999    	San Diego   	N E Pacific   	phys oc   	NP9  
