  Research Vessel Schedules from https://www.researchvessels.org

<http://www.researchvessels.org/ship_info_display.asp?shipID=122>
This schedule for this ship was last updated on: 1/15/2002 2:41:34 PM

Field Key
Ship Name 	Departure Date 	Departure Port 	General Area 	Discipline
Roger Revelle    	5/23/1997    	San Diego   	  	  	 
Roger Revelle    	7/28/1997    	San Diego   	Off San Diego   	  	NP9  
Roger Revelle    	8/3/1997    	San Diego   	N E Pacific   	bio   	NP9  
Roger Revelle    	8/4/1997    	San Diego   	Monterey Bay   	  	NP9  
Roger Revelle    	8/10/1997    	San Franc   	N E Pacific   	transit  
Roger Revelle    	8/11/1997    	San Franc.   	Transit to Hawaii   	  	NP9  
Roger Revelle    	8/23/1997    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	8/24/1997    	Honolulu   	Off Hawaii   	  	NP11,12  
Roger Revelle    	9/22/1997    	At Sea   	N E Pacific   	unk   	NP12  
Roger Revelle    	9/24/1997    	Honolulu   	Off Hawaii   	  	NP12  
Roger Revelle    	9/25/1997    	Honolulu   	N E Pacific   	transit  
Roger Revelle    	9/28/1997    	Honolulu   	  	  	NP12,SP1,4  
Roger Revelle    	10/17/1997    	Lyttelton   	S W Pacific   	bio   	SP7  
Roger Revelle    	10/20/1997    	Lyttelton   	  	  	SP7  
Roger Revelle    	11/23/1997    	Lyttelton   	S W Pacific   	bio   	SP7  
Roger Revelle    	12/2/1997    	Lyttelton   	  	  	SP7  
Roger Revelle    	1/4/1998    	Lyttleton   	S W Pacific   	bio   	SP7  
Roger Revelle    	1/8/1998    	Lyttelton   	S W Pacific   	bio   	SP7  
Roger Revelle    	2/13/1998    	Lyttelton   	S W Pacific   	bio   	SP7  
Roger Revelle    	3/24/1998    	Lyttelton   	S W Pacific   	chem   	SP1  
Roger Revelle    	5/3/1998    	Suva   	S W Pacific   	transit   	SP1-NP11  
Roger Revelle    	5/9/1998    	Pago Pago   	S Pacific   	geo   	SP2  
Roger Revelle    	6/3/1998    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	7/8/1998    	Honolulu   	N E Pacific   	geo   	NP12  
Roger Revelle    	7/11/1998    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	8/15/1998    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	9/19/1998    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	10/17/1998    	San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	10/26/1998    	Pichilingue   	N E Pacific   	unk  
Roger Revelle    	11/7/1998    	San Diego   	N E Pacific   	educ   	NP9  
Roger Revelle    	11/11/1998    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	11/30/1998    	Lyttelton   	S W Pacific   	bio   	SP7  
Roger Revelle    	1/7/1999    	San Diego   	N E Pacific   	phys oc   	NP9  
Roger Revelle    	1/9/1999    	San Diego   	N E Pacific   	bio   	NP9  
Roger Revelle    	2/18/1999    	San Diego   	N E Pacific   	transit  
Roger Revelle    	3/1/1999    	Honolulu   	N W Pacific   	  	NP7-11  
Roger Revelle    	4/3/1999    	Guam   	N W Pacific   	phys oc   	NP7-1  
Roger Revelle    	5/5/1999    	Pusan   	N W Pacific   	phys oc   	NP7  
Roger Revelle    	5/19/1999    	Pusan   	N W Pacific   	phys oc   	NP7  
Roger Revelle    	6/6/1999    	Pusan   	N W Pacific   	phys oc   	NP7  
Roger Revelle    	6/24/1999    	Pusan   	N E Pacific   	phys oc   	NP9  
Roger Revelle    	7/22/1999    	Pusan   	N W Pacific   	phys oc  
Roger Revelle    	8/12/1999    	Guam   	N W Pacific   	phys oc  
Roger Revelle    	9/3/1999    	Guam   	N W Pacific   	phys oc  
Roger Revelle    	10/2/1999    	Naha   	N W Pacific   	  	NP7  
Roger Revelle    	10/9/1999    	Pusan   	N W Pacific   	phys oc   	NP7  
Roger Revelle    	10/24/1999    	Pusan   	N W Pacific   	equip test  
Roger Revelle    	10/28/1999    	Pusan   	N W Pacific   	  	NP7  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Suva   	S Pacific   	phys oc   	SP2  
Roger Revelle    	1/1/2000    	Nuku'alofa   	S W Pacific   	unk   	SP1  
Roger Revelle    	1/1/2000    	Suva   	S W Pacific   	bio   	SP1  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	  	N W Pacific   	unk   	NP5  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	  	N W Pacific   	unk   	NP5  
Roger Revelle    	1/1/2000    	Papeete   	S W Pacific   	unk   	SP1  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Papeete   	S W Pacific   	unk   	SP1  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	phys oc   	NP12  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	phys oc   	NP12  
Roger Revelle    	1/1/2000    	Sasebo   	N W Pacific   	unk   	NP7  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	San Diego   	unk   	geo   	 
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Auckland   	S W Pacific   	unk   	SP4  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	San Diego   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	phys oc   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	Callao   	unk   	unk   	 
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Suva   	  	transit   	 
Roger Revelle    	1/1/2000    	Suva   	S W Pacific   	bio   	SP1  
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Papeete   	S Pacific   	unk   	SP8  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/1/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/1/2000    	?/San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	1/12/2000    	Sasebo   	  	transit   	NP7  
Roger Revelle    	1/16/2000    	Pusan   	N W Pacific   	unk   	NP7  
Roger Revelle    	2/7/2000    	Pusan   	N W Pacific   	unk   	NP7  
Roger Revelle    	3/13/2000    	Pusan   	N W Pacific   	phys oc   	NP7  
Roger Revelle    	4/8/2000    	Pusan   	N W Pacific   	unk   	NP10  
Roger Revelle    	5/5/2000    	Kao/Hsiung Kang, Taiwan   	N W Pacific
Roger Revelle    	5/24/2000    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	7/7/2000    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	7/12/2000    	at sea   	N E Pacific   	unk   	NP9  
Roger Revelle    	7/14/2000    	San Diego   	N E Pacific   	unk   	NP6  
Roger Revelle    	7/28/2000    	at sea   	N E Pacific   	unk   	NP6  
Roger Revelle    	8/13/2000    	Astoria   	N E Pacific   	unk   	NP12  
Roger Revelle    	8/29/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	10/4/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	11/11/2000    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	12/7/2000    	Hilo   	  	transit   	NP12  
Roger Revelle    	1/30/2001    	San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	2/17/2001    	San Diego   	  	unk   	NP12  
Roger Revelle    	2/25/2001    	Hilo   	N E Pacific   	unk   	NP12  
Roger Revelle    	3/28/2001    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	4/14/2001    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	4/28/2001    	Hilo   	N E Pacific   	unk   	NP9  
Roger Revelle    	5/14/2001    	San Diego   	N E Pacific   	phys oc  
Roger Revelle    	6/14/2001    	San Diego   	N E Pacific   	phys oc  
Roger Revelle    	7/30/2001    	Pto. Caldera   	N E Pacific   	unk  
Roger Revelle    	8/23/2001    	Pto. Caldera   	S E Pacific   	unk  
Roger Revelle    	8/27/2001    	Pto. Ayora   	N E Pacific   	unk   	NP13  
Roger Revelle    	9/21/2001    	Pto. Ayora   	N E Pacific   	unk   	NP9  
Roger Revelle    	9/28/2001    	Pto. Caldera   	S E Pacific   	phys oc
Roger Revelle    	11/5/2001    	Callao   	S E Pacific   	unk   	SP3A  
Roger Revelle    	12/16/2001    	Easter Island   	  	transit   	SP3  
Roger Revelle    	1/6/2002    	Lyttelton   	S W Pacific   	unk   	SP7  
Roger Revelle    	2/17/2002    	Lyttelton   	unk   	unk   	 
Roger Revelle    	2/25/2002    	Lyttelton   	  	transit   	NP11  
Roger Revelle    	3/7/2002    	Pago Pago   	S Pacific   	unk   	SP5  
Roger Revelle    	3/8/2002    	Pago Pago   	N E Pacific   	transit  
Roger Revelle    	3/18/2002    	Hilo   	N Pacific   	unk   	NP11  
Roger Revelle    	4/1/2002    	Hilo   	N E Pacific   	unk   	NP12  
Roger Revelle    	4/23/2002    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	5/7/2002    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	5/21/2002    	Honolulu   	  	transit   	NP9  
Roger Revelle    	6/4/2002    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	6/8/2002    	San Diego   	N E Pacific   	phys oc   	NP9  
Roger Revelle    	6/26/2002    	Newport   	N E Pacific   	geo   	NP9  
Roger Revelle    	7/31/2002    	Newport   	N E Pacific   	multi   	NP9  
Roger Revelle    	8/21/2002    	Newport   	N E Pacific   	transit   	NP9  
Roger Revelle    	9/2/2002    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	10/1/2002    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	10/24/2002    	Honolulu   	N E Pacific   	transit  
Roger Revelle    	11/21/2002    	San Diego   	unk   	unk   	 
Roger Revelle    	11/23/2002    	San Diego   	N E Pacific   	bio   	NP9  
Roger Revelle    	12/2/2002    	San Diego   	unk   	unk   	 
Roger Revelle    	1/7/2003    	San Diego   	N E Pacific   	educ   	NP9  
Roger Revelle    	1/15/2003    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	2/14/2003    	San Diego   	unk   	unk   	 
Roger Revelle    	4/3/2003    	San Diego   	N E Pacific   	phys oc   	NP9  
Roger Revelle    	4/4/2003    	San Diego   	N E Pacific   	phys oc   	NP9  
Roger Revelle    	5/19/2003    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	5/29/2003    	San Diego   	N E Pacific   	transit  
Roger Revelle    	6/10/2003    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	6/18/2003    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	6/24/2003    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	7/13/2003    	Honolulu   	N E Pacific   	bio   	NP12  
Roger Revelle    	8/25/2003    	Honolulu   	N E Pacific   	transit  
Roger Revelle    	9/5/2003    	Newport   	N E Pacific   	phys oc   	NP9  
Roger Revelle    	9/27/2003    	San Diego   	S E Pacific   	geo   	SP3A  
Roger Revelle    	11/10/2003    	Manta   	S E Pacific   	phys oc   	SP3A  
Roger Revelle    	11/30/2003    	Arica   	S E Pacific   	phys oc   	SP3A  
Roger Revelle    	12/28/2003    	Callao   	N E Pacific   	unk   	NP13  
Roger Revelle    	2/9/2004    	Puerto Caldera   	N E Pacific   	phys
Roger Revelle    	3/11/2004    	Mazatlan   	N E Pacific   	unk   	NP13  
Roger Revelle    	4/24/2004    	San Diego   	N E Pacific   	unk   	NP13  
Roger Revelle    	5/26/2004    	San Diego   	  	phys oc   	NP9  
Roger Revelle    	6/24/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	7/10/2004    	Dutch Harbor   	N W Pacific   	phys oc
Roger Revelle    	8/20/2004    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	9/13/2004    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	10/10/2004    	Honolulu   	N E Pacific   	transit  
Roger Revelle    	10/30/2004    	San Diego   	N E Pacific   	bio   	NP9  
Roger Revelle    	11/2/2004    	San Diego   	N E Pacific   	phys oc  
Roger Revelle    	12/3/2004    	San Diego   	N E Pacific   	unk   	NP12  
Roger Revelle    	1/9/2005    	Papeete   	S Pacific   	unk   	SP5  
Roger Revelle    	2/26/2005    	Wellington   	S W Pacific   	geo   	SP4  
Roger Revelle    	3/29/2005    	Auckland   	  	transit   	NP10  
Roger Revelle    	4/18/2005    	Kaohsiung   	N W Pacific   	unk   	NP10  
Roger Revelle    	5/16/2005    	Kao/hsiung   	  	transit   	NP7  
Roger Revelle    	5/26/2005    	Yokohama   	N W Pacific   	phys oc   	NP7  
Roger Revelle    	6/17/2005    	Yokohama   	N W Pacific   	phys oc   	NP7  
Roger Revelle    	7/21/2005    	Yokohama   	N Pacific   	unk   	NP8  
Roger Revelle    	9/2/2005    	Honolulu   	N E Pacific   	unk   	NP9  
Roger Revelle    	10/5/2005    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	10/12/2005    	San Diego   	  	repairs   	NP9  
Roger Revelle    	1/5/2006    	San Diego   	  	transit   	SP5  
Roger Revelle    	1/20/2006    	Papeete   	S Pacific   	geo   	SP5  
Roger Revelle    	3/7/2006    	Papeete   	S W Pacific   	geo   	SP4  
Roger Revelle    	4/18/2006    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	5/26/2006    	Honolulu   	N E Pacific   	educ   	NP12  
Roger Revelle    	6/2/2006    	Honolulu   	N E Pacific   	phys oc   	NP12  
Roger Revelle    	6/22/2006    	Honolulu   	N E Pacific   	phys oc  
Roger Revelle    	7/1/2006    	Honolulu   	N E Pacific   	unk   	NP12  
Roger Revelle    	7/5/2006    	Hilo   	N E Pacific   	transit   	NP9  
Roger Revelle    	7/16/2006    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	8/12/2006    	San Francisco   	N E Pacific   	unk  
Roger Revelle    	9/26/2006    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	10/6/2006    	San Diego   	N E Pacific   	unk   	NP9  
Roger Revelle    	10/21/2006    	San Diego   	Southern   	bio   	AN1  
Roger Revelle    	11/7/2006    	San Diego   	N E Pacific   	educ   	NP9  
Roger Revelle    	11/11/2006    	San Diego   	N E Pacific   	educ   	NP9  
Roger Revelle    	12/1/2006    	San Diego   	S Pacific   	transit   	SP5  
Roger Revelle    	12/17/2006    	Apia, Samoa   	S W Pacific   	unk   	SP4  
Roger Revelle    	2/4/2007    	Dunedin, NZ   	Indian   	phys oc   	IN7  
Roger Revelle    	3/22/2007    	Fremantle, Aus.   	Indian   	phys oc  
Roger Revelle    	5/7/2007    	Phuket   	Indian   	unk   	IN4  
Roger Revelle    	6/18/2007    	Phuket   	Indian   	unk   	IN2  
Roger Revelle    	8/7/2007    	Singapore   	  	unk   	 
Roger Revelle    	8/14/2007    	Singapore   	Indian   	transit   	IN1  
Roger Revelle    	8/23/2007    	Goa(Marmagoa)   	Indian   	unk   	IN1  
Roger Revelle    	9/20/2007    	Goa(Marmagoa)   	Indian   	chem   	IN1  
Roger Revelle    	10/22/2007    	Marmagoa (Goa) India   	Indian   	unk
Roger Revelle    	11/7/2007    	Victoria, Seychelles   	Indian   	phys
Roger Revelle    	11/28/2007    	Mauritius   	Indian   	unk   	IN3  
Roger Revelle    	12/10/2007    	Durban South Africa   	In port   	 
Roger Revelle    	12/10/2007    	Durban   	  	unk   	SA4  
Roger Revelle    	1/7/2008    	Durban South Africa   	SE Indian
Roger Revelle    	1/7/2008    	Durban South Africa   	SE Indian
Roger Revelle    	2/4/2008    	Durban South Africa   	S. Indian
Roger Revelle    	3/20/2008    	Cape Town South Africa   	Atlantic  
Roger Revelle    	3/20/2008    	Cape Town South Africa   	Atlantic  
Roger Revelle    	3/20/2008    	Cape Town South Africa   	Atlantic  
Roger Revelle    	4/19/2008    	Port Everglades FL USA   	TOTO/AUTEC
Roger Revelle    	5/2/2008    	Port Everglades FL USA   	NW.
Roger Revelle    	6/2/2008    	Woods Hole MA USA   	In port   	  	NA6,
Roger Revelle    	6/7/2008    	Woods Hole MA USA   	In port   	  	NA6,
Roger Revelle    	7/9/2008    	Woods Hole MA USA   	MAR   	  	NA7, NA10  
Roger Revelle    	7/9/2008    	Woods Hole MA USA   	MAR   	  	NA7, NA10  
Roger Revelle    	7/9/2008    	Woods Hole MA USA   	MAR   	  	NA7, NA10  
Roger Revelle    	8/21/2008    	Miami FL USA   	TOTO/AUTEC   	  	NA9, NA9  
Roger Revelle    	10/7/2008    	Port Everglades FL USA   	Gulf of
Roger Revelle    	10/7/2008    	Port Everglades FL USA   	Gulf of
Roger Revelle    	10/27/2008    	Tampa FL USA   	  	  	NA9, NA9  
Roger Revelle    	11/11/2008    	Tampa FL USA   	NW-SW Atlantic   	 
Roger Revelle    	11/11/2008    	Tampa FL USA   	NW-SW Atlantic   	 
Roger Revelle    	12/4/2008    	Montevideo Uruguay   	Patagonian
Roger Revelle    	12/4/2008    	Montevideo Uruguay   	Patagonian
Roger Revelle    	1/10/2009    	Rada Punta Arenas Chile   	Antartic
Roger Revelle    	2/27/2009    	Rada Punta Arenas Chile   	South
Roger Revelle    	3/20/2009    	Cape Town South Africa   	Indian
Roger Revelle    	3/20/2009    	Cape Town South Africa   	Indian
Roger Revelle    	5/20/2009    	Fremantle Australia   	  	  	IN5, IN5  
Roger Revelle    	6/25/2009    	Port Darwin Australia   	IN5   	  	IN5,
Roger Revelle    	7/1/2009    	Port Darwin Australia   	  	  	IN5, NP10  
Roger Revelle    	7/1/2009    	Port Darwin Australia   	  	  	IN5, NP10  
Roger Revelle    	7/16/2009    	Chi-Lung Taiwan   	  	  	NP10, NP10  
Roger Revelle    	8/3/2009    	Chi-Lung Taiwan   	East China Sea   	 
Roger Revelle    	8/13/2009    	Chi-Lung Taiwan   	East China Sea   	 
Roger Revelle    	8/23/2009    	Chi-Lung Taiwan   	East China Sea   	 
Roger Revelle    	9/8/2009    	Chi-Lung Taiwan   	East China Sea   	 
Roger Revelle    	9/12/2009    	Chi-Lung Taiwan   	East China Sea   	 
Roger Revelle    	9/19/2009    	Chi-Lung Taiwan   	Western Pacific  
Roger Revelle    	10/13/2009    	Kao-hsiung Taiwan   	Western
Roger Revelle    	11/6/2009    	Apra Harbor Guam   	Western Pacific
Roger Revelle    	11/6/2009    	Apra Harbor Guam   	Western Pacific
Roger Revelle    	11/6/2009    	Apra Harbor Guam   	Western Pacific
Roger Revelle    	11/21/2009    	Nuku'alofa Tonga   	Lau Basin   	 
Roger Revelle    	12/9/2009    	Suva Harbor Fiji Islands   	Lau
Roger Revelle    	12/9/2009    	Suva Harbor Fiji Islands   	Lau
Roger Revelle    	12/18/2009    	Nuku'alofa Tonga   	South Pacific  
Roger Revelle    	12/24/2009    	Tauranga New Zealand   	  	  	 
Roger Revelle    	12/24/2009    	Tauranga New Zealand   	standown   	  	 
Roger Revelle    	1/13/2010    	Tauranga New Zealand   	  	  	SP4, SP4  
Roger Revelle    	1/26/2010    	Wellington New Zealand   	  	  	 
Roger Revelle    	2/22/2010    	Wellington New Zealand   	IN5   	  	IN5,
Roger Revelle    	2/22/2010    	Wellington New Zealand   	IN5   	  	IN5,
Roger Revelle    	2/22/2010    	Wellington New Zealand   	IN5   	  	IN5,
Roger Revelle    	2/22/2010    	Wellington New Zealand   	IN5   	  	IN5,
Roger Revelle    	3/21/2010    	Kao-hsiung Taiwan   	  	  	IN2, NP7  
Roger Revelle    	4/6/2010    	Kao-hsiung Taiwan   	Philippine Sea  
Roger Revelle    	5/6/2010    	Kao-hsiung Taiwan   	Philippine Sea  
Roger Revelle    	6/1/2010    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	6/14/2010    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	6/19/2010    	Kao-hsiung Taiwan   	S.ChinaSea   	 
Roger Revelle    	7/4/2010    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	7/7/2010    	Kao-hsiung Taiwan   	Philippine Sea  
Roger Revelle    	7/31/2010    	Kao-hsiung Taiwan   	  	  	NP10, NP10  
Roger Revelle    	8/14/2010    	Kao-hsiung Taiwan   	Luzon Strait   	 
Roger Revelle    	9/12/2010    	Kao-hsiung Taiwan   	  	  	NP10, NP10  
Roger Revelle    	9/20/2010    	Kao-hsiung Taiwan   	  	  	NP10, NP10  
Roger Revelle    	10/12/2010    	Naha Ko Ryukyu Islands Japan   	  	 
Roger Revelle    	10/26/2010    	Kao-hsiung Taiwan   	  	  	NP10, NP10  
Roger Revelle    	11/6/2010    	Kao-hsiung Taiwan   	  	  	NP12, NP12  
Roger Revelle    	11/6/2010    	Kao-hsiung Taiwan   	  	  	NP12, NP12  
Roger Revelle    	11/25/2010    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	11/27/2010    	Chi-Lung Taiwan   	  	  	 
Roger Revelle    	11/27/2010    	Chi-Lung Taiwan   	  	  	 
Roger Revelle    	2/7/2011    	Chi-Lung Taiwan   	  	  	 
Roger Revelle    	2/11/2011    	Chi-Lung Taiwan   	  	  	 
Roger Revelle    	2/15/2011    	Chi-Lung Taiwan   	  	  	 
Roger Revelle    	2/26/2011    	Chi-Lung Taiwan   	  	  	 
Roger Revelle    	2/28/2011    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	3/2/2011    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	3/22/2011    	Kao-hsiung Taiwan   	Philippine Sea   	  	 
Roger Revelle    	3/22/2011    	Kao-hsiung Taiwan   	Philippine Sea   	  	 
Roger Revelle    	4/18/2011    	Kao-hsiung Taiwan   	  	  	 
Roger Revelle    	4/28/2011    	Kao-hsiung Taiwan   	Philippine Sea   	  	 
Roger Revelle    	5/17/2011    	Kao-hsiung Taiwan   	Lamon Bay   	  	 
Roger Revelle    	6/8/2011    	Kao-hsiung Taiwan   	Luzon Passage   	  	 
Roger Revelle    	6/21/2011    	Kao-hsiung Taiwan   	Luzon Passage   	  	 
Roger Revelle    	7/9/2011    	Kao-hsiung Taiwan   	Luzon Passage   	  	 
Roger Revelle    	7/23/2011    	Kao-hsiung Taiwan   	Luzon Passage   	  	 
